1	3
1	12
1	30
1	31
1	33
1	35
1	40
1	43
1	46
1	49
1	57
1	58
1	65
1	67
1	72
1	80
1	98
1	103
1	149
1	156
1	161
1	194
1	199
1	227
1	248
1	314
1	328
1	368
1	414
1	418
1	425
1	429
1	448
1	489
1	554
1	559
1	598
1	624
1	680
1	698
1	709
1	735
1	771
1	807
1	815
1	817
1	884
1	992
2	10
2	25
2	51
2	59
2	92
2	113
2	115
2	129
2	137
2	154
2	199
2	200
2	205
2	209
2	222
2	224
2	238
2	244
2	285
2	292
2	294
2	330
2	337
2	355
2	378
2	391
2	418
2	423
2	437
2	443
2	492
2	544
2	558
2	591
2	605
2	607
2	683
2	701
2	759
2	783
2	791
2	792
2	814
2	824
2	852
2	938
2	942
2	952
3	12
3	31
3	34
3	35
3	40
3	43
3	62
3	65
3	71
3	72
3	77
3	106
3	116
3	126
3	154
3	161
3	170
3	192
3	209
3	211
3	293
3	370
3	373
3	383
3	405
3	444
3	521
3	527
3	560
3	562
3	664
3	692
3	706
3	707
3	766
3	787
3	810
3	834
3	911
3	916
3	987
4	19
4	22
4	23
4	24
4	31
4	41
4	47
4	54
4	56
4	63
4	84
4	152
4	155
4	176
4	241
4	282
4	289
4	297
4	329
4	346
4	404
4	449
4	463
4	498
4	501
4	539
4	581
4	596
4	665
4	681
4	685
4	705
4	727
4	740
4	746
4	780
4	781
4	784
4	801
4	869
4	903
4	970
5	66
5	97
5	100
5	104
5	109
5	124
5	131
5	132
5	133
5	151
5	187
5	216
5	230
5	252
5	253
5	257
5	262
5	274
5	291
5	299
5	300
5	306
5	311
5	334
5	344
5	354
5	367
5	375
5	385
5	457
5	528
5	560
5	583
5	711
5	713
5	840
5	864
5	918
5	957
5	991
6	17
6	27
6	61
6	83
6	98
6	144
6	153
6	173
6	215
6	231
6	240
6	250
6	254
6	266
6	321
6	338
6	358
6	362
6	372
6	405
6	434
6	487
6	530
6	604
6	622
6	627
6	680
6	682
6	684
6	718
6	727
6	753
6	772
6	798
6	809
6	863
6	962
6	963
6	968
6	986
7	31
7	33
7	35
7	40
7	43
7	46
7	49
7	57
7	74
7	80
7	106
7	114
7	155
7	169
7	194
7	198
7	209
7	218
7	219
7	287
7	293
7	295
7	301
7	420
7	429
7	444
7	467
7	562
7	565
7	593
7	597
7	624
7	716
7	763
7	805
7	817
7	843
7	934
7	959
7	982
8	13
8	16
8	21
8	97
8	102
8	110
8	140
8	142
8	163
8	166
8	177
8	251
8	257
8	315
8	327
8	331
8	341
8	342
8	377
8	403
8	409
8	431
8	489
8	499
8	520
8	540
8	572
8	581
8	623
8	677
8	691
8	731
8	732
8	748
8	778
8	800
8	801
8	812
8	891
9	11
9	17
9	21
9	52
9	68
9	98
9	144
9	153
9	162
9	180
9	223
9	254
9	271
9	295
9	296
9	317
9	321
9	326
9	358
9	421
9	434
9	450
9	469
9	651
9	670
9	712
9	738
9	744
9	747
9	751
9	772
9	774
9	788
9	891
9	907
9	946
9	951
9	967
9	973
10	11
10	13
10	25
10	43
10	59
10	99
10	113
10	129
10	137
10	138
10	154
10	181
10	191
10	203
10	222
10	224
10	285
10	294
10	305
10	316
10	355
10	357
10	374
10	446
10	491
10	504
10	506
10	551
10	564
10	592
10	607
10	638
10	706
10	733
10	779
10	814
10	824
11	15
11	18
11	20
11	22
11	36
11	56
11	71
11	76
11	111
11	120
11	140
11	157
11	183
11	196
11	198
11	225
11	226
11	243
11	284
11	319
11	391
11	402
11	433
11	471
11	536
11	609
11	621
11	637
11	642
11	645
11	669
11	766
11	857
11	936
11	974
12	33
12	34
12	35
12	44
12	46
12	65
12	67
12	103
12	126
12	133
12	161
12	169
12	170
12	192
12	202
12	204
12	213
12	247
12	547
12	624
12	628
12	636
12	675
12	697
12	742
12	745
12	781
12	803
12	810
12	843
12	851
12	884
12	919
12	959
13	16
13	21
13	24
13	50
13	53
13	73
13	128
13	142
13	166
13	177
13	189
13	190
13	203
13	257
13	313
13	315
13	331
13	399
13	409
13	451
13	468
13	509
13	580
13	589
13	646
13	647
13	720
13	758
13	778
13	795
13	825
13	858
13	860
13	888
14	19
14	20
14	45
14	63
14	69
14	70
14	82
14	85
14	89
14	103
14	118
14	121
14	134
14	152
14	158
14	171
14	178
14	190
14	208
14	250
14	269
14	281
14	287
14	323
14	335
14	356
14	432
14	513
14	516
14	576
14	585
14	618
14	634
14	655
14	708
14	901
15	36
15	41
15	64
15	66
15	71
15	76
15	79
15	196
15	201
15	225
15	226
15	229
15	243
15	252
15	260
15	391
15	395
15	430
15	433
15	448
15	475
15	552
15	568
15	579
15	586
15	606
15	609
15	631
15	726
15	821
15	866
15	908
15	936
15	974
16	21
16	24
16	50
16	97
16	104
16	110
16	129
16	163
16	166
16	186
16	320
16	342
16	399
16	409
16	419
16	470
16	497
